ngram,freq,High,Low,Medium,None,max.value,max.prop
유지/NNG;하/XSV,1,0,1,0,0,Low,1
유치원/NNG;어린이/NNG,1,0,0,1,0,Medium,1
유학/NNG;시절/NNG,1,0,0,1,0,Medium,1
유해/NNG;하/XSV,1,0,0,1,0,Medium,1
유행/NNG;이/VCP,1,0,0,1,0,Medium,1
유행/NNG;하/XSV,2,0,0,1,0,Medium,1
유행가/NNG;책/NNG,1,0,1,0,0,Low,1
유효/NNG;하/XSA,2,0,0,1,0,Medium,1
윤전기/NNG;노동자/NNG,1,0,0,1,0,Medium,1
으나/EC;앞/NNG,1,0,0,1,0,Medium,1
으니/EC;세속/NNG,1,0,1,0,0,Low,1
으라고/EC;등산인/NNG,1,0,0,1,0,Medium,1
으려/EC;하/VX,1,0,0,1,0,Medium,1
으려고/EC;까맣/VA,1,0,0,1,0,Medium,1
으려는/ETM;의도/NNG,1,0,0,1,0,Medium,1
으로/JKB;가/VV,2,0,0.5,0.5,0,Low,0.5
으로/JKB;가득/MAG,2,1,0,0,0,High,1
으로/JKB;가슴/NNG,1,1,0,0,0,High,1
으로/JKB;간주/NNG,1,0,1,0,0,Low,1
으로/JKB;강화/NNG,1,0,0,1,0,Medium,1
으로/JKB;관광객/NNG,1,0,1,0,0,Low,1
으로/JKB;권/NNG,1,0,0,1,0,Medium,1
으로/JKB;그/MM,1,0,0,1,0,Medium,1
으로/JKB;그리고/MAJ,1,0,0,1,0,Medium,1
으로/JKB;기대/NNG,1,0,0,1,0,Medium,1
으로/JKB;꼽히/VV,1,0,0,1,0,Medium,1
으로/JKB;나타나/VV,1,0,0,1,0,Medium,1
으로/JKB;남/VV,1,0,0,1,0,Medium,1
으로/JKB;내세우/VV,1,0,0,1,0,Medium,1
으로/JKB;는/JX,1,0,0,1,0,Medium,1
으로/JKB;다가오/VV,1,1,0,0,0,High,1
으로/JKB;단맛/NNG,1,0,0,1,0,Medium,1
으로/JKB;단정/NNG,1,0,0,1,0,Medium,1
으로/JKB;돌아가/VV,1,0,0,1,0,Medium,1
으로/JKB;돕/VV,1,1,0,0,0,High,1
으로/JKB;떠나/VV,1,0,1,0,0,Low,1
으로/JKB;뛰/VV,1,0,0,1,0,Medium,1
으로/JKB;멀/VA,1,0,1,0,0,Low,1
으로/JKB;밤/NNG,1,0,0,1,0,Medium,1
으로/JKB;변하/VV,2,0,0,1,0,Medium,1
으로/JKB;보/VV,2,0,0.5,0,0.5,Low,0.5
으로/JKB;부족/NNG,1,0,0,1,0,Medium,1
으로/JKB;송편/NNG,1,0,0,1,0,Medium,1
으로/JKB;숨/VV,2,0,0,1,0,Medium,1
으로/JKB;신속히/MAG,1,0,0,1,0,Medium,1
으로/JKB;실현/NNG,1,0,0,1,0,Medium,1
으로/JKB;알리/VV,1,0,0,1,0,Medium,1
으로/JKB;여기/VV,1,0,0,1,0,Medium,1
으로/JKB;연기/NNG,1,0,0,1,0,Medium,1
으로/JKB;유명/XR,1,0,0,1,0,Medium,1
으로/JKB;인/NNG,1,0,1,0,0,Low,1
으로/JKB;읽히/VV,2,0,0,1,0,Medium,1
으로/JKB;입/NNG,1,0,0,1,0,Medium,1
으로/JKB;자리/NNG,1,0,0,1,0,Medium,1
으로/JKB;저/XPN,1,0,0,1,0,Medium,1
으로/JKB;전하/VV,1,0,0,1,0,Medium,1
으로/JKB;제기/NNG,1,0,0,1,0,Medium,1
으로/JKB;증명/NNG,1,0,1,0,0,Low,1
으로/JKB;진단/NNG,2,0,0,1,0,Medium,1
으로/JKB;추정/NNG,1,0,0,1,0,Medium,1
으로/JKB;파악/NNG,1,0,0,1,0,Medium,1
으로/JKB;판명/NNG,1,0,0,1,0,Medium,1
으로/JKB;팔리/VV,1,0,0,1,0,Medium,1
으로/JKB;풀이/NNG,1,1,0,0,0,High,1
으로/JKB;피서/NNG,1,0,1,0,0,Low,1
으로/JKB;하/VV,1,0,0,1,0,Medium,1
으로/JKB;하나/NR,1,0,0,1,0,Medium,1
으로/JKB;하늘/NNG,1,0,0,1,0,Medium,1
으로/JKB;한/MM,1,0,0,1,0,Medium,1
으로/JKB;항균/NNG,1,0,0,1,0,Medium,1
으로/JKB;해결/NNG,1,0,0,1,0,Medium,1
으로/JKB;행동/NNG,1,1,0,0,0,High,1
으로/JKB;확산/NNG,1,0,0,1,0,Medium,1
으로/JKB;확인/NNG,2,0,0,1,0,Medium,1
으로/JKB;활용/NNG,1,0,0,1,0,Medium,1
으로부터/JKB;자유/NNG,1,0,0,1,0,Medium,1
으로서/JKB;의/JKG,1,0,0,1,0,Medium,1
으면/EC;공멸/NNG,1,0,0,1,0,Medium,1
으면/EC;나오/VV,1,0,1,0,0,Low,1
으면/EC;되/VV,1,0,0,0,1,None,1
으면/EC;실천/NNG,1,0,0,1,0,Medium,1
으면/EC;아름답/VA,1,0,0,1,0,Medium,1
으면/EC;안/MAG,2,0.5,0,0,0.5,High,0.5
으면/EC;얼마/NNG,1,0,0,1,0,Medium,1
으면/EC;전혀/MAG,1,0,0,1,0,Medium,1
으면/EC;좋/VA,2,0,0,0.5,0.5,Medium,0.5
으면/EC;하/VX,2,0,0.5,0.5,0,Low,0.5
으면서/EC;도/JX,1,0,0,0,1,None,1
으스스/MAG;하/XSV,1,0,0,1,0,Medium,1
으시/EP;ㄴ/ETM,1,0,0,1,0,Medium,1
은/ETM;가족/NNG,1,0,0,1,0,Medium,1
은/ETM;것/NNB,5,0.2,0.2,0,0.6,None,0.6
은/ETM;경지/NNG,1,0,0,1,0,Medium,1
은/ETM;공감대/NNG,1,0,0,1,0,Medium,1
은/ETM;관심/NNG,1,1,0,0,0,High,1
은/ETM;기분/NNG,2,0.5,0,0.5,0,High,0.5
은/ETM;꿈/NNG,1,0,0,1,0,Medium,1
은/ETM;날/NNG,1,0,0,1,0,Medium,1
은/ETM;논란/NNG,2,0,0,1,0,Medium,1
은/ETM;땀/NNG,1,1,0,0,0,High,1
은/ETM;마음/NNG,1,0,0,1,0,Medium,1
은/ETM;모호/XR,1,0,0,1,0,Medium,1
은/ETM;문/NNG,1,0,1,0,0,Low,1
은/ETM;물건/NNG,1,0,1,0,0,Low,1
은/ETM;바닥/NNG,1,0,0,1,0,Medium,1
은/ETM;벽/NNG,2,0,0,1,0,Medium,1
은/ETM;부담/NNG,1,0,0,1,0,Medium,1
은/ETM;사람/NNG,2,0,0,1,0,Medium,1
은/ETM;삶/NNG,1,0,0,1,0,Medium,1
은/ETM;섬/NNG,1,0,0,1,0,Medium,1
은/ETM;셰익스피어/NNP,1,0,0,1,0,Medium,1
은/ETM;손바닥/NNG,1,0,0,1,0,Medium,1
은/ETM;시절/NNG,1,0,0,1,0,Medium,1
은/ETM;식민/NNG,1,0,0,1,0,Medium,1
은/ETM;안개/NNG,1,0,0,1,0,Medium,1
은/ETM;여성/NNG,1,0,0,1,0,Medium,1
은/ETM;연극/NNG,1,0,0,1,0,Medium,1
은/ETM;영화/NNG,1,0,0,1,0,Medium,1
은/ETM;유행가/NNG,1,0,1,0,0,Low,1
은/ETM;의혹/NNG,1,1,0,0,0,High,1
은/ETM;인기/NNG,1,1,0,0,0,High,1
은/ETM;인상/NNG,1,0,0,1,0,Medium,1
은/ETM;일/NNG,1,1,0,0,0,High,1
은/ETM;입시/NNG,1,0,0,1,0,Medium,1
은/ETM;자연/NNG,1,0,0,1,0,Medium,1
은/ETM;장기/NNG,1,0,0,1,0,Medium,1
은/ETM;책/NNG,1,0,0,1,0,Medium,1
은/ETM;측면/NNG,1,0,0,1,0,Medium,1
은/ETM;편/NNB,1,0,0,1,0,Medium,1
은/ETM;학생/NNG,1,0,0,1,0,Medium,1
은/ETM;호감/NNG,1,1,0,0,0,High,1
은/JX;가/VV,1,0,0,1,0,Medium,1
은/JX;가장/MAG,1,0,0,1,0,Medium,1
은/JX;결코/MAG,1,1,0,0,0,High,1
은/JX;골/NNG,1,0,0,1,0,Medium,1
은/JX;구체/NNG,1,0,0,1,0,Medium,1
은/JX;궁전/NNG,1,0,0,1,0,Medium,1
은/JX;그리/MAG,1,0,0,1,0,Medium,1
은/JX;금물/NNG,1,1,0,0,0,High,1
은/JX;기술/NNG,1,0,0,1,0,Medium,1
은/JX;꽃잎/NNG,1,0,1,0,0,Low,1
은/JX;녹아내리/VV,1,0,0,1,0,Medium,1
은/JX;높/VA,1,0,0,1,0,Medium,1
은/JX;다른/MM,1,1,0,0,0,High,1
은/JX;당연/XR,1,0,1,0,0,Low,1
은/JX;들/VV,1,0,1,0,0,Low,1
은/JX;떠나/VV,1,0,0,1,0,Medium,1
은/JX;많/VA,1,0,0,1,0,Medium,1
은/JX;망하/VV,1,1,0,0,0,High,1
은/JX;무슨/MM,1,0,1,0,0,Low,1
은/JX;묻히/VV,1,0,0,1,0,Medium,1
은/JX;물론/NNG,1,0,0,0,1,None,1
은/JX;밖/NNG,1,0,0,1,0,Medium,1
은/JX;벌/VV,1,0,1,0,0,Low,1
은/JX;별로/MAG,1,0,0,1,0,Medium,1
은/JX;북한/NNP,1,0,0,1,0,Medium,1
은/JX;불결/NNG,1,0,0,1,0,Medium,1
은/JX;비키/VV,1,0,0,1,0,Medium,1
은/JX;사라지/VV,1,0,0,1,0,Medium,1
은/JX;사람/NNG,1,0,0,1,0,Medium,1
은/JX;사실/NNG,1,0,0,1,0,Medium,1
은/JX;쉽/VA,1,0,0,1,0,Medium,1
은/JX;아니/VCN,6,0,0,0.833333333,0.166666667,Medium,0.833333333
은/JX;알/VV,1,0,0,1,0,Medium,1
은/JX;어떻/VA,1,0,1,0,0,Low,1
은/JX;없/VA,2,0,0,1,0,Medium,1
은/JX;엉망진창/NNG,1,1,0,0,0,High,1
은/JX;우리/NP,1,0,0,1,0,Medium,1
은/JX;이제/MAG,1,0,0,1,0,Medium,1
은/JX;있/VX,1,0,1,0,0,Low,1
은/JX;자꾸/MAG,1,0,0,1,0,Medium,1
은/JX;자아/NNG,1,0,0,1,0,Medium,1
은/JX;작품/NNG,1,0,0,1,0,Medium,1
은/JX;잘/MAG,1,0,0,1,0,Medium,1
은/JX;장/NNG,1,0,0,1,0,Medium,1
은/JX;저절로/MAG,1,0,0,1,0,Medium,1
은/JX;좀/MAG,1,0,0,1,0,Medium,1
은/JX;죽음/NNG,1,0,0,1,0,Medium,1
은/JX;지/NNG,1,0,0,1,0,Medium,1
은/JX;크/VA,1,1,0,0,0,High,1
은/JX;하/VV,1,0,0,1,0,Medium,1
은/JX;현재/NNG,1,0,0,1,0,Medium,1
은은/XR;하/XSA,1,0,0,1,0,Medium,1
은혜/NNG;를/JKO,1,0,0,1,0,Medium,1
을/ETM;가능*/NNG,1,0,0,1,0,Medium,1
을/ETM;가능/NNG,1,0,0,1,0,Medium,1
을/ETM;것/NNB,18,0,0.111111111,0.333333333,0.555555556,None,0.555555556
을/ETM;계획/NNG,2,0,0,1,0,Medium,1
을/ETM;때/NNG,1,0,0,1,0,Medium,1
을/ETM;만/NNB,2,0,0,0.5,0.5,Medium,0.5
을/ETM;만큼/NNB,1,0,0,0,1,None,1
을/ETM;뿐/NNB,1,0,0,0,1,None,1
을/ETM;생각/NNG,1,0,0,1,0,Medium,1
을/ETM;수/NNB,19,0.263157895,0,0.315789474,0.421052632,None,0.421052632
을/ETM;수단/NNG,1,0,0,1,0,Medium,1
을/ETM;정도/NNG,3,0,0,0,1,None,1
을/ETM;터/NNB,1,0,0,0,1,None,1
을/ETM;필요/NNG,2,0,0.5,0.5,0,Low,0.5
을/JKO;가르치/VV,2,0,0,1,0,Medium,1
을/JKO;가지/VV,2,0.5,0,0.5,0,High,0.5
을/JKO;가하/VV,1,0,0,1,0,Medium,1
을/JKO;강의/NNG,1,0,0,1,0,Medium,1
을/JKO;강조/NNG,1,0,0,1,0,Medium,1
을/JKO;강화/NNG,1,0,0,1,0,Medium,1
을/JKO;갖/VV,5,0.4,0,0.6,0,Medium,0.6
을/JKO;갖추/VV,1,0,0,1,0,Medium,1
을/JKO;같이/MAG,1,0,1,0,0,Low,1
을/JKO;개선/NNG,1,0,0,1,0,Medium,1
을/JKO;객관/NNG,1,0,0,1,0,Medium,1
을/JKO;거느리/VV,1,0,0,1,0,Medium,1
을/JKO;거두/VV,1,1,0,0,0,High,1
을/JKO;걸/VV,1,0,0,1,0,Medium,1
을/JKO;게을리/MAG,1,0,0,1,0,Medium,1
을/JKO;겪/VV,2,0,0,1,0,Medium,1
을/JKO;결집/NNG,1,0,0,1,0,Medium,1
을/JKO;곁들이/VV,1,0,0,1,0,Medium,1
을/JKO;계속/NNG,1,0,1,0,0,Low,1
을/JKO;고집/NNG,1,0,0,1,0,Medium,1
을/JKO;고치/VV,1,0,1,0,0,Low,1
을/JKO;공급/NNG,1,0,1,0,0,Low,1
을/JKO;공유/NNG,1,0,0,1,0,Medium,1
을/JKO;교육/NNG,1,0,1,0,0,Low,1
을/JKO;굶주리/VV,1,0,0,1,0,Medium,1
을/JKO;그르치/VV,1,0,0,1,0,Medium,1
을/JKO;극복/NNG,1,0,0,1,0,Medium,1
을/JKO;기냥/MAG,1,0,0,1,0,Medium,1
을/JKO;기대/NNG,1,0,0,1,0,Medium,1
을/JKO;기울이/VV,1,1,0,0,0,High,1
을/JKO;까먹/VV,1,0,1,0,0,Low,1
을/JKO;깨/VV,1,0,1,0,0,Low,1
을/JKO;깨닫/VV,2,0,0,1,0,Medium,1
을/JKO;꼬/VV,1,0,0,1,0,Medium,1
을/JKO;꼼꼼/XR,1,0,0,1,0,Medium,1
을/JKO;꾸/VV,1,0,0,1,0,Medium,1
을/JKO;꿈꾸/VV,1,0,0,1,0,Medium,1
을/JKO;끊/VV,1,0,0,1,0,Medium,1
을/JKO;끌/VV,4,0.25,0,0.75,0,Medium,0.75
을/JKO;끌어당기/VV,1,0,0,1,0,Medium,1
을/JKO;끝/NNG,1,0,0,1,0,Medium,1
을/JKO;나누/VV,2,0,0,1,0,Medium,1
을/JKO;나름/NNB,1,0,0,1,0,Medium,1
을/JKO;나타내/VV,1,1,0,0,0,High,1
을/JKO;낮추/VV,2,0,0,1,0,Medium,1
을/JKO;내/VV,3,0,0,1,0,Medium,1
을/JKO;내놓/VV,2,0,0,1,0,Medium,1
을/JKO;내리/VV,3,0,0,1,0,Medium,1
을/JKO;내버리/VV,1,1,0,0,0,High,1
을/JKO;내포/NNG,1,0,0,1,0,Medium,1
을/JKO;넘/VV,1,1,0,0,0,High,1
을/JKO;넘어서/VV,3,0,0.333333333,0.666666667,0,Medium,0.666666667
을/JKO;높이/MAG,1,0,0,1,0,Medium,1
을/JKO;높이/VV,3,0,0,1,0,Medium,1
을/JKO;놓/VV,2,0,0,1,0,Medium,1
을/JKO;느끼/VV,1,0,0,1,0,Medium,1
을/JKO;늦추/VV,1,0,0,1,0,Medium,1
을/JKO;다/MAG,2,1,0,0,0,High,1
을/JKO;다시/MAG,1,0,0,1,0,Medium,1
을/JKO;다시금/MAG,1,1,0,0,0,High,1
을/JKO;다지/VV,1,0,0,1,0,Medium,1
을/JKO;단행/NNG,1,0,0,1,0,Medium,1
을/JKO;닫/VV,2,0.5,0,0.5,0,High,0.5
을/JKO;담/VV,2,0,0,1,0,Medium,1
을/JKO;더/MAG,2,0,0,1,0,Medium,1
을/JKO;더하/VV,1,0,0,1,0,Medium,1
을/JKO;던지/VV,1,0,0,1,0,Medium,1
을/JKO;덜/VV,1,0,0,1,0,Medium,1
을/JKO;데리/VV,1,0,0,1,0,Medium,1
을/JKO;돈/NNG,1,0,0,1,0,Medium,1
을/JKO;돌리/VV,1,0,0,1,0,Medium,1
을/JKO;되살리/VV,1,0,0,1,0,Medium,1
을/JKO;되찾/VV,2,0.5,0,0.5,0,High,0.5
을/JKO;두/MM,1,0,0,1,0,Medium,1
을/JKO;두/VV,1,1,0,0,0,High,1
을/JKO;뒤/NNG,1,0,1,0,0,Low,1
을/JKO;뒤흔들/VV,1,0,0,1,0,Medium,1
을/JKO;듣/VV,2,0,0,1,0,Medium,1
을/JKO;들/VV,1,0,1,0,0,Low,1
을/JKO;떠나/VV,1,0,0,1,0,Medium,1
을/JKO;떠오르/VV,1,0,0,1,0,Medium,1
을/JKO;떨/VV,1,0,0,1,0,Medium,1
을/JKO;떨치/VV,1,0,0,1,0,Medium,1
을/JKO;떼/VV,1,0,0,1,0,Medium,1
을/JKO;뜻/NNG,1,0,0,1,0,Medium,1
을/JKO;마시/VV,1,0,0,1,0,Medium,1
을/JKO;막/VV,2,0,0,1,0,Medium,1
을/JKO;만나/VV,1,0,0,1,0,Medium,1
을/JKO;만들/VV,6,0,0.166666667,0.833333333,0,Medium,0.833333333
을/JKO;말/NNG,1,0,0,1,0,Medium,1
을/JKO;망설이/VV,1,1,0,0,0,High,1
을/JKO;맞/VV,1,0,0,1,0,Medium,1
을/JKO;맞추/VV,1,0,0,1,0,Medium,1
을/JKO;먹/VV,2,0,0.5,0.5,0,Low,0.5
을/JKO;메우/VV,1,0,0,1,0,Medium,1
을/JKO;모으/VV,8,0.375,0,0.625,0,Medium,0.625
을/JKO;믿/VV,1,0,0,1,0,Medium,1
을/JKO;바꾸/VV,1,0,0,1,0,Medium,1
을/JKO;받/VV,13,0.076923077,0.153846154,0.769230769,0,Medium,0.769230769
을/JKO;발표/NNG,1,0,0,1,0,Medium,1
을/JKO;밝히/VV,1,0,0,1,0,Medium,1
을/JKO;밟/VV,1,0,0,1,0,Medium,1
을/JKO;방불/XR,1,0,0,1,0,Medium,1
을/JKO;방지/NNG,1,0,0,1,0,Medium,1
을/JKO;백천/NR,1,1,0,0,0,High,1
을/JKO;버팅기/VV,1,0,0,1,0,Medium,1
을/JKO;벗/VV,1,0,0,1,0,Medium,1
을/JKO;보/VV,1,0,0,1,0,Medium,1
을/JKO;보내/VV,1,0,0,1,0,Medium,1
을/JKO;보이/VV,3,0,0.333333333,0.666666667,0,Medium,0.666666667
을/JKO;보장/NNG,1,0,0,1,0,Medium,1
을/JKO;본/NNG,1,1,0,0,0,High,1
을/JKO;부수/VV,1,0,0,1,0,Medium,1
을/JKO;부추기/VV,1,0,0,1,0,Medium,1
을/JKO;불/NNG,1,0,0,1,0,Medium,1
을/JKO;불러들이/VV,1,0,0,1,0,Medium,1
을/JKO;불러일으키/VV,1,0,0,1,0,Medium,1
을/JKO;빚/VV,1,0,0,1,0,Medium,1
을/JKO;빨/VV,1,0,1,0,0,Low,1
을/JKO;빼/VV,1,0,0,1,0,Medium,1
을/JKO;빼놓/VV,1,0,0,1,0,Medium,1
을/JKO;빼앗기/VV,1,0,0,1,0,Medium,1
을/JKO;사/VV,1,1,0,0,0,High,1
을/JKO;사랑/NNG,1,0,0,1,0,Medium,1
을/JKO;사로잡/VV,1,0,0,1,0,Medium,1
을/JKO;살/VV,1,0,0,1,0,Medium,1
을/JKO;상실/NNG,2,0,0,1,0,Medium,1
을/JKO;생각/NNG,2,0,0,1,0,Medium,1
을/JKO;석권/NNG,1,1,0,0,0,High,1
을/JKO;선보이/VV,1,0,0,1,0,Medium,1
을/JKO;설계/NNG,1,1,0,0,0,High,1
을/JKO;세우/VV,2,0,0,1,0,Medium,1
을/JKO;수없이/MAG,1,0,1,0,0,Low,1
을/JKO;시도/NNG,1,0,0,1,0,Medium,1
을/JKO;쏟/VV,2,0.5,0,0.5,0,High,0.5
을/JKO;쓰/VV,3,0.333333333,0,0.666666667,0,Medium,0.666666667
을/JKO;아끼/VV,1,0,0,1,0,Medium,1
을/JKO;안/MAG,1,0,0,1,0,Medium,1
을/JKO;알/VV,1,0,0,1,0,Medium,1
을/JKO;알리/VV,1,0,0,1,0,Medium,1
을/JKO;앓/VV,2,0,0,1,0,Medium,1
을/JKO;앗/VV,1,1,0,0,0,High,1
을/JKO;약화/NNG,1,0,0,1,0,Medium,1
을/JKO;어루만지/VV,1,0,0,1,0,Medium,1
을/JKO;얻/VV,3,0.333333333,0,0.666666667,0,Medium,0.666666667
을/JKO;열/VV,2,0,0,1,0,Medium,1
을/JKO;오히려/MAG,1,1,0,0,0,High,1
을/JKO;올리/VV,2,0,0,1,0,Medium,1
을/JKO;요구/NNG,2,0,0,1,0,Medium,1
을/JKO;울리/VV,1,0,0,1,0,Medium,1
을/JKO;움켜쥐/VV,1,0,0,1,0,Medium,1
을/JKO;위시/NNG,1,0,0,0,1,None,1
을/JKO;위하/VV,3,0,0.333333333,0.666666667,0,Medium,0.666666667
을/JKO;유지/NNG,1,0,1,0,0,Low,1
을/JKO;이루/VV,2,0,0.5,0.5,0,Low,0.5
을/JKO;이야기/NNG,1,0,0,1,0,Medium,1
을/JKO;이용/NNG,2,0.5,0.5,0,0,High,0.5
을/JKO;일깨우/VV,2,0.5,0.5,0,0,High,0.5
을/JKO;일삼/VV,1,0,0,1,0,Medium,1
을/JKO;일으키/VV,2,0,0,1,0,Medium,1
을/JKO;잃/VV,2,0.5,0,0.5,0,High,0.5
을/JKO;입/NNG,1,0,0,1,0,Medium,1
을/JKO;입/VV,2,0,0,1,0,Medium,1
을/JKO;입증/NNG,1,0,0,1,0,Medium,1
을/JKO;입히/VV,2,0.5,0,0.5,0,High,0.5
을/JKO;잊/VV,1,0,0,1,0,Medium,1
을/JKO;자극/NNG,2,0,0,1,0,Medium,1
을/JKO;자꾸/MAG,1,0,0,1,0,Medium,1
을/JKO;자처/NNG,1,0,0,1,0,Medium,1
을/JKO;잡/VV,1,0,0,1,0,Medium,1
을/JKO;잡아먹/VV,1,0,0,1,0,Medium,1
을/JKO;저지르/VV,1,1,0,0,0,High,1
을/JKO;전시/NNG,1,0,0,1,0,Medium,1
을/JKO;전하/VV,1,0,0,1,0,Medium,1
을/JKO;절감/NNG,1,0,0,1,0,Medium,1
을/JKO;점검/NNG,1,0,0,1,0,Medium,1
을/JKO;점령/NNG,1,0,0,1,0,Medium,1
을/JKO;정하/VV,1,0,0,1,0,Medium,1
을/JKO;제기/NNG,1,1,0,0,0,High,1
을/JKO;제대로/MAG,1,0,0,1,0,Medium,1
을/JKO;조절/NNG,1,0,0,1,0,Medium,1
을/JKO;종용/NNG,1,0,0,1,0,Medium,1
을/JKO;주/VV,6,0,0,1,0,Medium,1
을/JKO;주입/NNG,1,0,1,0,0,Low,1
을/JKO;증폭/NNG,1,1,0,0,0,High,1
을/JKO;지나치/VA,1,0,0,1,0,Medium,1
을/JKO;지르/VV,1,0,1,0,0,Low,1
을/JKO;지원/NNG,1,0,0,1,0,Medium,1
을/JKO;지키/VV,2,0,0,1,0,Medium,1
을/JKO;지향/NNG,1,0,0,1,0,Medium,1
을/JKO;찾/VV,4,0.5,0,0.5,0,High,0.5
을/JKO;청구/NNG,1,1,0,0,0,High,1
을/JKO;촉구/NNG,2,0,0.5,0.5,0,Low,0.5
을/JKO;추/VV,1,0,0,1,0,Medium,1
을/JKO;추구/NNG,1,1,0,0,0,High,1
을/JKO;치/VV,1,0,0,1,0,Medium,1
을/JKO;치밀/VV,1,0,0,1,0,Medium,1
을/JKO;치유/NNG,1,0,0,1,0,Medium,1
을/JKO;키우/VV,2,0,0.5,0.5,0,Low,0.5
을/JKO;타/VV,2,0,0.5,0.5,0,Low,0.5
을/JKO;택하/VV,1,0,0,1,0,Medium,1
을/JKO;털/VV,2,0.5,0,0.5,0,High,0.5
을/JKO;통제/NNG,1,0,1,0,0,Low,1
을/JKO;통하/VV,1,0,0,1,0,Medium,1
을/JKO;퇴보/NNG,1,0,0,1,0,Medium,1
을/JKO;표시/NNG,1,0,0,1,0,Medium,1
을/JKO;피우/VV,3,0.333333333,0,0.666666667,0,Medium,0.666666667
을/JKO;하/VV,14,0.142857143,0.142857143,0.642857143,0.071428571,Medium,0.642857143
을/JKO;한데/MAG,1,0,1,0,0,Low,1
을/JKO;함께/MAG,2,0,0,1,0,Medium,1
을/JKO;해보/VV,2,0,0.5,0,0.5,Low,0.5
을/JKO;확인/NNG,1,0,0,1,0,Medium,1
을/JKO;활성/NNG,1,0,1,0,0,Low,1
을/JKO;효율/NNG,1,0,0,1,0,Medium,1
을/JKO;훨씬/MAG,1,0,1,0,0,Low,1
을/JKO;흔들/VV,1,0,0,1,0,Medium,1
을/JKO;흘려주/VV,1,0,1,0,0,Low,1
을/JKO;흘리/VV,1,1,0,0,0,High,1
을/JKO;흡수/NNG,1,0,0,1,0,Medium,1
을까/EC;두렵/VA,1,0,0,1,0,Medium,1
을까/EC;싶/VX,1,0,0,0,1,None,1
을지/EC;모르/VV,1,0,0,1,0,Medium,1
음산/XR;하/XSA,1,0,0,1,0,Medium,1
음습/XR;하/XSA,1,0,0,1,0,Medium,1
음악/NNG;과/JC,1,0,0,1,0,Medium,1
음악/NNG;은/JX,3,0,0,1,0,Medium,1
음직/EC;하*/VX,1,0,0,0,1,None,1
응답/NNG;이/JKS,1,0,1,0,0,Low,1
의/JKG;가능/NNG,1,0,0,1,0,Medium,1
의/JKG;가책/NNG,1,0,0,1,0,Medium,1
의/JKG;가치/NNG,1,0,1,0,0,Low,1
의/JKG;감각/NNG,1,0,1,0,0,Low,1
의/JKG;강렬/XR,1,0,0,1,0,Medium,1
의/JKG;거푸집/NNG,1,0,0,1,0,Medium,1
의/JKG;결/NNG,1,0,0,1,0,Medium,1
의/JKG;결심/NNG,1,0,0,1,0,Medium,1
의/JKG;경험/NNG,1,0,1,0,0,Low,1
의/JKG;곁/NNG,2,0,0,1,0,Medium,1
의/JKG;고달프/VA,1,0,0,1,0,Medium,1
의/JKG;고향/NNG,1,0,0,1,0,Medium,1
의/JKG;골절/NNG,1,0,1,0,0,Low,1
의/JKG;과제/NNG,2,0.5,0,0.5,0,High,0.5
의/JKG;관객/NNG,1,0,0,1,0,Medium,1
의/JKG;광활/XR,1,0,0,1,0,Medium,1
의/JKG;국제/NNG,1,0,0,1,0,Medium,1
의/JKG;근본/NNG,1,0,0,1,0,Medium,1
의/JKG;긴박/NNG,1,0,0,1,0,Medium,1
의/JKG;길/NNG,1,0,0,1,0,Medium,1
의/JKG;길이/NNG,1,0,0,1,0,Medium,1
의/JKG;깨치/VV,1,0,0,1,0,Medium,1
의/JKG;껍질/NNG,1,0,0,1,0,Medium,1
의/JKG;꿈/NNG,1,0,0,1,0,Medium,1
의/JKG;나이/NNG,1,0,1,0,0,Low,1
의/JKG;노력/NNG,1,1,0,0,0,High,1
의/JKG;노예/NNG,1,0,0,1,0,Medium,1
의/JKG;높/VA,1,0,0,1,0,Medium,1
의/JKG;눈/NNG,1,0,0,1,0,Medium,1
의/JKG;눈물/NNG,1,0,0,1,0,Medium,1
의/JKG;다른/MM,1,0,0,1,0,Medium,1
의/JKG;다양/XR,1,0,0,1,0,Medium,1
의/JKG;단절/NNG,1,0,0,1,0,Medium,1
의/JKG;당면/NNG,1,1,0,0,0,High,1
의/JKG;대상/NNG,1,0,0,1,0,Medium,1
의/JKG;도마/NNG,1,0,0,1,0,Medium,1
의/JKG;도입/NNG,1,0,0,1,0,Medium,1
의/JKG;돈/NNG,1,0,0,1,0,Medium,1
의/JKG;또/MAG,1,0,0,1,0,Medium,1
의/JKG;마음/NNG,2,0,0,1,0,Medium,1
의/JKG;망동/NNG,1,1,0,0,0,High,1
의/JKG;면모/NNG,1,0,1,0,0,Low,1
의/JKG;모든/MM,1,0,0,1,0,Medium,1
의/JKG;목소리/NNG,2,1,0,0,0,High,1
의/JKG;몸/NNG,1,0,1,0,0,Low,1
의/JKG;문제/NNG,1,0,0,1,0,Medium,1
의/JKG;바로/MAG,1,0,1,0,0,Low,1
의/JKG;바짓가랑이/NNG,1,1,0,0,0,High,1
의/JKG;박수/NNG,1,0,0,1,0,Medium,1
의/JKG;반/NNG,2,0,1,0,0,Low,1
의/JKG;반대편/NNG,1,0,0,1,0,Medium,1
의/JKG;법칙/NNG,1,0,0,1,0,Medium,1
의/JKG;벽/NNG,1,0,1,0,0,Low,1
